year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,548.6,236.7,22.2,0.0,3.0,103.0,7200.0,2260.0,0.0,0.0,0.0,0.0,0.812
2.0,548.6,240.2,22.1,0.0,3.0,104.0,7050.0,2470.0,0.0,0.0,0.0,0.0,0.823
3.0,548.6,155.3,22.4,0.0,3.0,104.0,7300.0,2850.0,0.0,0.0,0.0,3.0,0.8324
4.0,548.6,77.0,23.0,0.0,2.0,105.0,9000.0,3500.0,0.0,0.0,0.0,3.0,0.845
5.0,548.6,146.3,22.5,0.0,2.0,108.0,10500.0,5430.0,0.0,0.0,0.0,4.0,0.867
6.0,548.6,216.3,21.2,0.0,4.0,111.0,12500.0,6870.0,0.0,0.0,0.0,4.0,0.869
7.0,548.6,77.1,22.4,0.0,4.0,106.0,18000.0,7500.0,1.5,9.1,0.0,4.0,0.893
8.0,548.6,90.3,22.8,0.0,2.0,105.0,21500.0,8240.0,6.7,38.5,0.0,5.0,0.927
9.0,548.6,238.5,22.8,0.0,2.0,103.0,26640.0,9353.0,8.4,76.8,1.0,5.0,1.043
10.0,548.6,62.0,22.7,0.0,2.0,102.0,30535.0,10234.0,76.9,97.5,13.0,5.0,1.05
